ILMN_1762337	6.62878895888467	0.14361
ILMN_2055271	6.58251538920432	0.27536
ILMN_1736007	6.48168848586991	0.63768
ILMN_2383229	6.55119610691645	0.37681
ILMN_1806310	6.5850073176108	0.37681
ILMN_1779670	6.39368518775164	0.92358
ILMN_2321282	6.62921101475444	0.2556
ILMN_1671474	6.53272923045715	0.45586
ILMN_1772582	6.59373491476385	0.39394
ILMN_1735698	6.55454903745508	0.66008
ILMN_1653355	6.61822902971341	0.35837
ILMN_1717783	6.59224151750651	0.10145
ILMN_1705025	6.54722723477803	0.40053
ILMN_1814316	6.37973174466707	0.93017
ILMN_2359168	6.6242000369754	0.14361
ILMN_1731507	6.50052938301215	0.52964
ILMN_1787689	6.63875559920869	0.08169
ILMN_1745607	6.44185887253015	0.28459
ILMN_2136495	6.52750930947074	0.72859
ILMN_1668111	6.48543707836684	0.71146
ILMN_2295559	6.54311047663167	0.69038
ILMN_1735045	6.53665385939033	0.89592
ILMN_1680754	6.96720655864826	0.00527
ILMN_2375184	6.6415440632636	0.06061
ILMN_1659452	6.65982892455153	0.04348
ILMN_1767388	6.68779578724792	0.03162
ILMN_1675204	6.29162270809982	0.9697
ILMN_1673870	6.46368600902801	0.48748
ILMN_1755321	6.70237446259681	0.1581
ILMN_1698554	6.70972933130349	0.55336
ILMN_1814092	6.60681411426706	0.48748
ILMN_1760414	6.52632248790177	0.53755
ILMN_2061446	6.62383153889314	0.10277
ILMN_1676336	7.17106272417924	0.03557
ILMN_1752884	6.46690581878913	0.44796
ILMN_1660703	6.5885065569879	0.34124
ILMN_1668851	6.30881907190923	0.56258
ILMN_2270015	6.47166558962095	0.55072
ILMN_1809959	6.58679244852606	0.51383
ILMN_2357031	6.45547433586993	0.20949
ILMN_1726986	6.51710802803207	0.69565
ILMN_1688755	7.75768559477626	0.00527
ILMN_1880387	6.50867672380199	0.80369
ILMN_1689211	6.53272923045715	0.72991
ILMN_1653165	7.41046659582834	0.00922
ILMN_1729835	6.62637316810151	0.16864
ILMN_1662364	9.86868185721044	0
ILMN_1674698	7.20995581298646	0.01449
ILMN_1700461	7.63565424251529	0.04216
ILMN_1784269	6.78767404575432	0.06324
ILMN_1698189	6.82551894788659	0.04611
ILMN_2096191	6.64471997852337	0.05929
ILMN_1678323	6.76183943715778	0.01976
ILMN_2157219	6.52927118282149	0.59552
ILMN_1703743	9.05599513146641	0
ILMN_1699334	6.53498627122002	0.96179
ILMN_1687609	6.6131038039038	0.4058
ILMN_2068874	6.75001153903349	0.01976
ILMN_1670117	6.699493181779	0.02503
ILMN_1805104	6.6187039932496	0.49671
ILMN_2404407	6.67629980343806	0.04611
ILMN_1766054	7.60966137321155	0.00527
ILMN_1753388	7.61467564480894	0
ILMN_2070570	6.52691712528247	0.46772
ILMN_2232084	6.6778186624395	0.03162
ILMN_1750250	6.63096573541507	0.04611
ILMN_2361400	6.60984531306129	0.20949
ILMN_1704579	6.584702836262	0.4585
ILMN_1687636	6.61178365806353	0.19763
ILMN_1747627	6.88731004261503	0.01713
ILMN_1758523	6.63096573541507	0.14493
ILMN_1794965	6.6131038039038	0.1805
ILMN_1722286	6.49843815203782	0.62978
ILMN_1784176	6.35064571273339	0.9025
ILMN_1749001	6.55119610691645	0.74572
ILMN_1701551	6.5441536345667	0.68116
ILMN_1795507	6.55595209637921	0.90909
ILMN_1729894	6.44098861778435	0.69565
ILMN_1743205	8.20091764378408	0
ILMN_2259319	6.3431377778609	0.89855
ILMN_2129886	6.48985688887891	0.66667
ILMN_1796801	6.60887917007047	0.49539
ILMN_1720501	6.6028003088392	0.37681
ILMN_1668446	6.64386163190272	0.11462
ILMN_1812070	6.94409156952417	0.01976
ILMN_2094875	6.61646063012136	0.16864
ILMN_1665730	6.86506131977074	0.02372
ILMN_2232066	6.58620533827766	0.55072
ILMN_1767349	6.62745755550215	0.08037
ILMN_1658257	6.58590881270379	0.4361
ILMN_2193980	6.73879680154124	0.07905
ILMN_1687840	7.18001790802095	0.00264
ILMN_2102422	6.67014657484133	0.06192
ILMN_1788928	6.61178365806353	0.49934
ILMN_2343047	6.84308216907591	0.67721
ILMN_2343048	6.94330898349224	0.55336
ILMN_2335302	6.61774773523476	0.25033
ILMN_1802404	6.88191859556647	0.15679
ILMN_1776119	7.18299458571356	0.21476
ILMN_2358714	6.62101253351626	0.16864
ILMN_1732140	6.58377740027873	0.27009
ILMN_1713008	6.54923003825543	0.69829
ILMN_1762093	6.64886938603447	0.05797
ILMN_1709092	6.62931751051909	0.14361
ILMN_1678409	7.11506700212633	0.00527
ILMN_1774344	6.51647411306382	0.74967
ILMN_1676278	6.62438510942764	0.49539
ILMN_1717466	6.92026865899558	0.00791
ILMN_1677814	8.53433291366571	0
ILMN_1788457	7.52988422217596	0.00264
ILMN_2194009	6.61345060402895	0.1502
ILMN_2302358	6.60681411426706	0.55995
ILMN_1706531	7.47389062859212	0.00264
ILMN_1651964	7.31517051423852	0.01581
ILMN_1725675	6.52927118282149	0.87088
ILMN_1778352	6.57749360349796	0.50066
ILMN_1725414	6.59121092798499	0.26482
ILMN_2293902	7.14360174997151	0.00264
ILMN_1801521	6.41007866945942	0.53755
ILMN_2406654	6.58122108575279	0.77339
ILMN_1767129	6.49419070141791	0.78788
ILMN_1751453	6.63408115766561	0.07115
ILMN_1746196	6.52985359413868	0.75099
ILMN_2366473	6.60261855714561	0.35573
ILMN_1772189	7.17143660119217	0.01976
ILMN_1652959	6.48244294977167	0.63109
ILMN_2198897	6.39857015022788	0.65613
ILMN_1674032	6.74602106463532	0.02503
ILMN_1737656	6.54099604368261	0.88801
ILMN_2343917	6.46850175241697	0.89328
ILMN_1746032	6.60873768900521	0.34914
ILMN_1651501	6.6505803874434	0.83794
ILMN_2330267	7.22747820112237	0.00264
ILMN_1676846	6.76595601671449	0.01976
ILMN_2392635	8.97086245822046	0
ILMN_1763875	9.86067865150459	0
ILMN_2284941	6.70324573290689	0.65086
ILMN_1781999	8.09644955661683	0.00527
ILMN_1669201	6.66520584205523	0.11462
ILMN_1810085	7.24411030133129	0.00922
ILMN_1658176	6.58377740027873	0.20685
ILMN_2262362	6.5647940346952	0.44532
ILMN_1743638	6.61594944036769	0.17128
ILMN_2329927	7.18373809186117	0.13966
ILMN_1794782	6.63382853795703	0.23188
ILMN_1695968	6.65874640628425	0.06061
ILMN_1789641	6.42947131063877	0.70751
ILMN_1779470	6.584702836262	0.69038
ILMN_1716592	6.63773106360404	0.09223
ILMN_1680309	6.72598675291241	0.02372
ILMN_1743371	6.62485054069528	0.16864
ILMN_1770031	7.1379196755831	0.01976
ILMN_2338268	6.67405166298509	0.25033
ILMN_1753912	6.5850073176108	0.41765
ILMN_1737475	6.77114321059406	0.11462
ILMN_1745116	6.81665080287372	0.03162
ILMN_2318685	6.86315496426693	0.07246
ILMN_2245305	7.69495719054998	0.05797
ILMN_1707925	6.52750930947074	0.69565
ILMN_1698311	6.59540054062416	0.53491
ILMN_2367487	6.59676526174114	0.31752
ILMN_1785285	6.55312567502256	0.50329
ILMN_2073969	6.53992470813783	0.67984
ILMN_1794213	7.85090071756894	0.00264
ILMN_2227533	7.79810332493146	0.02372
ILMN_2403446	6.76286575286549	0.07773
ILMN_1787618	6.49275567542341	0.82345
ILMN_1723662	6.62146654329591	0.24242
ILMN_1801767	7.69232649195579	0.00264
ILMN_1700633	7.223841582542	0.07773
ILMN_1655702	6.86315496426693	0.11462
ILMN_1706344	7.55388496923082	0.00264
ILMN_1719498	6.60650356543668	0.61528
ILMN_1712707	8.04821372984393	0.00527
ILMN_1699750	6.8677335654216	0.01976
ILMN_1739081	6.42676006588169	0.87879
ILMN_2329958	7.36312255897491	0.00264
ILMN_1775944	6.62028261905034	0.51252
ILMN_1724497	6.88191859556647	0.12516
ILMN_1720988	6.58283391159734	0.56126
ILMN_1707274	6.98681667997014	0.00264
ILMN_1755658	8.45161928519788	0
ILMN_1673639	6.55501897491976	0.83926
ILMN_1713732	7.7430229623684	0.06588
ILMN_1708922	6.66520584205523	0.43215
ILMN_2268241	6.45547433586993	0.93017
ILMN_1741628	6.57784273019552	0.50329
ILMN_1657870	6.49419070141791	0.44532
ILMN_2240003	6.48017245312539	0.84585
ILMN_1785424	10.3104579101906	0
ILMN_1731610	7.02051474604279	0.15415
ILMN_1696682	6.58408788067527	0.66403
ILMN_2396672	9.00259157400274	0
ILMN_1758825	6.86582442406586	0.01976
ILMN_1656940	7.27052433242524	0.03426
ILMN_1656979	6.51583775240612	0.66535
ILMN_1731433	6.58056176188249	0.42556
ILMN_1672878	9.47751835670563	0
ILMN_1655114	6.61803731871353	0.35046
ILMN_1657045	6.61051057806722	0.40184
ILMN_1766991	6.53938549729488	0.74967
ILMN_1658083	6.8140782555662	0.11989
ILMN_1802096	8.87697365760353	0
ILMN_2367165	8.94196771842611	0
ILMN_1753370	6.55779142546995	0.50329
ILMN_1738921	9.37085516289653	0
ILMN_1660199	7.2365371864158	0.02372
ILMN_2331636	7.77045518041759	0.00264
ILMN_1772123	7.28075728238118	0.04216
ILMN_1667641	6.5643728325391	0.42556
ILMN_1763852	7.56371876277141	0.00922
ILMN_1687303	7.19152871050457	0.01449
ILMN_1761058	7.09126073256454	0.00132
ILMN_2225595	8.1155728921002	0.00527
ILMN_1724699	6.47401387400872	0.72596
ILMN_1775579	8.17371881718356	0.00527
ILMN_1660890	6.58988202267835	0.39789
ILMN_1778104	6.93353432365658	0.00395
ILMN_2053679	7.3995064664081	0
ILMN_1795104	7.02403521194506	0.0448
ILMN_1740920	6.52868633425458	0.65876
ILMN_2263466	7.1031867097787	0.06192
ILMN_1806408	10.9513954719334	0
ILMN_2352009	9.06394617518752	0
ILMN_1693148	6.40340253740032	0.89328
ILMN_1808395	9.57479146641809	0
ILMN_1743847	6.61935988913993	0.36232
ILMN_1800008	8.5216847051948	0.00264
ILMN_2133799	6.50734307238861	0.85903
ILMN_1708672	8.12319039875883	0.00264
ILMN_1665945	7.40273884741279	0.00264
ILMN_1676288	6.61251351180233	0.25692
ILMN_1693250	6.48543707836684	0.87747
ILMN_2295980	6.52750930947074	0.82213
ILMN_2410362	6.51131485145271	0.71278
ILMN_1684271	7.21105584660284	0.04611
ILMN_1726388	6.53610038817367	0.5639
ILMN_2106002	6.51391400842805	0.61265
ILMN_1779685	6.37770570257867	0.88801
ILMN_1665932	6.55407684404993	0.88669
ILMN_1769694	6.59933016767613	0.34651
ILMN_1727251	6.59849877455583	0.4809
